transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price,Date
80,5/11/2021 0:48,P0482,10,americanexpress,3.74283E+14,F,2.75,1,3.89,1/6/2025
81,5/11/2021 3:15,P0291,7,americanexpress,3.74283E+14,F,14.13,1,14.89,1/6/2025
82,5/11/2021 4:09,P0697,3,mastercard,5.10876E+15,F,19.48,1,21.29,1/6/2025
83,5/11/2021 4:15,P0535,6,visa,4.0416E+15,F,12.16,1,13.69,1/6/2025
84,5/11/2021 4:35,P0021,6,visa,4.0416E+15,F,14.13,2,14.89,1/6/2025
85,5/11/2021 6:56,P0516,9,mastercard,5.10875E+15,F,6.12,3,7.49,1/6/2025
86,5/11/2021 7:20,P0628,8,mastercard,5.04838E+15,T,16.23,1,17.99,1/6/2025
87,5/11/2021 15:06,P0461,10,mastercard,5.04838E+15,T,15.83,3,17.69,1/6/2025
88,5/11/2021 15:41,P0278,6,americanexpress,3.74284E+14,F,13.24,2,14.69,1/6/2025
89,5/11/2021 17:38,P0628,5,mastercard,5.04837E+15,F,16.23,3,17.99,1/6/2025
90,5/11/2021 18:34,P0460,6,americanexpress,3.74289E+14,F,4.37,1,4.99,1/6/2025
91,5/11/2021 19:51,P0258,6,mastercard,5.04837E+15,F,16.65,1,18.09,1/6/2025
92,5/12/2021 1:01,P0748,5,mastercard,5.10875E+15,F,10.22,2,11.49,1/6/2025
93,5/12/2021 3:15,P0214,5,mastercard,5.04837E+15,F,3.27,3,4.49,1/6/2025
94,5/12/2021 3:19,P0471,6,mastercard,5.04838E+15,F,14.12,1,14.89,1/6/2025
95,5/12/2021 4:20,P0258,7,visa,4.04159E+12,F,16.65,1,18.09,1/6/2025
96,5/12/2021 5:16,P0635,9,,3.55366E+15,F,7.98,1,8.59,1/6/2025
97,5/12/2021 9:56,P0389,5,americanexpress,3.74284E+14,T,5.95,1,7.19,1/6/2025
98,5/12/2021 10:12,P0291,4,visa,4.0416E+15,F,14.13,1,14.89,1/6/2025
99,5/12/2021 11:24,P0423,9,americanexpress,3.74284E+14,F,14.04,1,14.89,1/6/2025
100,5/12/2021 11:36,P0340,5,visa,4.0416E+15,F,19.56,1,21.29,1/6/2025
101,5/12/2021 15:11,P0489,3,americanexpress,3.74288E+14,T,8.46,3,9.49,1/6/2025
102,5/12/2021 18:32,P0545,8,mastercard,5.10876E+15,T,6.62,1,7.89,1/6/2025
103,5/12/2021 19:00,P0671,8,mastercard,5.10875E+15,F,19.14,1,21.09,1/6/2025
104,5/12/2021 21:50,P0512,7,mastercard,5.04838E+15,F,15.55,3,17.39,1/6/2025
105,5/12/2021 23:43,P0032,5,visa,4.0416E+15,F,5.52,1,6.59,1/6/2025
106,5/13/2021 1:00,P0437,4,visa,4.04159E+12,F,0.1,3,1.19,1/6/2025
107,5/13/2021 3:26,P0429,9,americanexpress,3.74283E+14,F,0.78,2,1.59,1/6/2025
108,5/13/2021 7:08,P0505,8,americanexpress,3.74283E+14,F,3.97,3,4.89,1/6/2025
109,5/13/2021 7:17,P0423,8,mastercard,5.10875E+15,F,14.04,3,14.89,1/6/2025
110,5/13/2021 15:07,P0391,8,visa,4.04159E+15,F,1.6,4,1.79,1/6/2025
111,5/13/2021 18:01,P0430,6,americanexpress,3.74284E+14,F,17.67,2,18.99,1/6/2025
112,5/13/2021 18:45,P0584,8,mastercard,5.04837E+15,T,12.95,1,14.59,1/6/2025
113,5/14/2021 2:52,P0131,5,visa,4.0416E+15,F,11.71,1,12.99,1/6/2025
114,5/14/2021 12:09,P0297,6,mastercard,5.04837E+15,F,17.82,1,19.29,1/6/2025
115,5/14/2021 17:24,P0294,6,americanexpress,3.74289E+14,F,12.38,1,13.99,1/6/2025
116,5/14/2021 17:42,P0417,5,mastercard,5.10876E+15,F,16.73,2,18.09,1/6/2025
117,5/14/2021 18:30,P0690,9,mastercard,5.10875E+15,F,11.93,4,13.39,1/6/2025
118,5/14/2021 18:57,P0376,5,visa,4.04159E+12,F,10.3,1,11.49,1/6/2025
119,5/14/2021 19:50,P0086,8,mastercard,5.10875E+15,F,1.77,2,2.09,1/6/2025
120,5/14/2021 22:03,P0364,4,mastercard,5.10876E+15,F,15.78,1,17.59,1/6/2025
121,5/14/2021 22:57,P0074,9,visa,4.0416E+15,F,18.11,2,19.79,1/6/2025
122,5/15/2021 1:03,P0305,6,americanexpress,3.74283E+14,F,8.74,3,9.99,1/6/2025
123,5/15/2021 1:31,P0497,8,americanexpress,3.74288E+14,T,19.75,5,21.39,1/6/2025
124,5/15/2021 4:17,P0527,5,,3.58011E+15,F,16.63,1,18.09,1/6/2025
125,5/15/2021 11:50,P0205,8,visa,4.04159E+12,F,16.68,1,18.09,1/6/2025
126,5/15/2021 12:00,P0423,6,americanexpress,3.74288E+14,F,14.04,1,14.89,1/6/2025
127,5/15/2021 14:28,P0526,4,visa,4.0416E+12,F,3.83,1,4.79,1/6/2025
128,5/15/2021 14:41,P0368,3,mastercard,5.10876E+15,F,9.52,3,10.99,1/6/2025
129,5/15/2021 18:09,P0592,12,americanexpress,3.74289E+14,F,7.44,1,8.29,1/6/2025
130,5/15/2021 18:28,P0547,8,visa,4.0416E+15,F,20,2,21.49,1/6/2025
131,5/15/2021 21:16,P0348,3,mastercard,5.04837E+15,F,6.83,1,8.09,1/6/2025
132,5/15/2021 22:08,P0368,6,mastercard,5.10876E+15,F,9.52,1,10.99,1/6/2025
133,5/15/2021 22:12,P0566,4,americanexpress,3.74283E+14,F,1.77,1,2.09,1/6/2025
134,5/15/2021 23:44,P0329,6,mastercard,5.04837E+15,F,3.45,4,4.59,1/6/2025
135,5/16/2021 0:40,P0328,7,americanexpress,3.74289E+14,F,3.18,3,4.39,1/6/2025
136,5/16/2021 4:48,P0585,6,visa,4.04159E+15,F,3.81,3,4.79,1/6/2025
137,5/16/2021 6:27,P0746,3,visa,4.04159E+12,F,6.57,1,7.89,1/6/2025
138,5/16/2021 9:28,P0399,6,mastercard,5.04837E+15,F,9.83,3,11.29,1/6/2025
139,5/16/2021 11:12,P0215,5,mastercard,5.10875E+15,F,0.81,1,1.59,1/6/2025
140,5/16/2021 16:37,P0456,2,americanexpress,3.74289E+14,F,18.35,1,20.19,1/6/2025
141,5/16/2021 18:32,P0372,7,visa,4.0416E+15,F,5.75,1,6.89,1/6/2025
142,5/16/2021 20:50,P0683,5,americanexpress,3.74283E+14,T,11,1,11.59,1/6/2025
143,5/16/2021 20:58,P0190,9,americanexpress,3.74284E+14,F,18.93,3,20.89,1/6/2025
144,5/16/2021 22:24,P0509,6,,3.58448E+15,F,11.66,6,12.89,1/6/2025
145,5/16/2021 23:13,P0484,6,mastercard,5.10875E+15,F,10.9,1,11.59,1/6/2025
146,5/17/2021 0:36,P0703,6,americanexpress,3.74288E+14,F,17.42,1,18.49,1/6/2025
147,5/17/2021 2:22,P0493,5,mastercard,5.04837E+15,F,18.02,2,19.69,1/6/2025
148,5/17/2021 2:30,P0299,5,visa,4.0416E+12,T,13.5,2,14.79,1/6/2025
149,5/17/2021 3:09,P0386,7,visa,4.04159E+15,F,19.79,1,21.39,1/6/2025
150,5/17/2021 3:32,P0111,8,visa,4.0416E+12,T,11.74,1,13.09,1/6/2025
151,5/17/2021 5:01,P0720,8,mastercard,5.10876E+15,F,1.16,1,1.69,1/6/2025
152,5/17/2021 5:53,P0575,7,mastercard,5.04838E+15,F,2.81,4,3.99,1/6/2025
153,5/17/2021 6:21,P0175,9,americanexpress,3.74284E+14,F,10.26,2,11.49,1/6/2025
154,5/17/2021 8:14,P0160,8,visa,4.0416E+12,F,18.16,1,19.89,1/6/2025
155,5/17/2021 9:11,P0549,5,mastercard,5.04837E+15,F,16.85,1,18.19,1/6/2025
156,5/17/2021 9:40,P0325,10,americanexpress,3.74284E+14,F,5.35,1,6.29,1/6/2025
157,5/17/2021 10:38,P0683,8,visa,4.04159E+12,F,11,1,11.59,1/6/2025
158,5/17/2021 16:45,P0475,4,visa,4.04159E+12,F,8.08,1,8.79,1/6/2025
159,5/17/2021 18:02,P0397,3,visa,4.04159E+15,T,13.67,1,14.89,1/6/2025
160,5/17/2021 20:57,P0318,6,visa,4.04159E+12,F,6.76,1,7.99,1/6/2025
161,5/18/2021 1:00,P0708,4,mastercard,5.10875E+15,F,17.79,5,19.19,1/6/2025
162,5/18/2021 1:40,P0747,6,americanexpress,3.74289E+14,F,14.79,1,16.19,1/6/2025
163,5/18/2021 3:34,P0187,2,mastercard,5.04837E+15,F,4.17,1,4.89,1/6/2025
164,5/18/2021 4:27,P0319,5,visa,4.04159E+12,F,3.51,1,4.69,1/6/2025
165,5/18/2021 4:40,P0038,4,mastercard,5.10875E+15,F,4.71,2,4.99,1/6/2025
166,5/18/2021 6:04,P0056,5,mastercard,5.04838E+15,F,5.95,1,7.19,1/6/2025
167,5/18/2021 9:03,P0284,6,mastercard,5.10876E+15,F,1.03,1,1.59,1/6/2025
168,5/18/2021 9:48,P0637,5,mastercard,5.04837E+15,F,15.32,2,17.09,1/6/2025
169,5/18/2021 12:04,P0693,5,,3.72301E+14,F,15.07,1,16.69,1/6/2025
170,5/18/2021 14:02,P0247,2,visa,4.0416E+12,F,13.58,2,14.79,1/6/2025
171,5/18/2021 19:07,P0351,6,mastercard,5.04838E+15,F,10.04,3,11.39,1/6/2025
172,5/18/2021 21:42,P0156,7,americanexpress,3.74289E+14,F,11.37,4,12.39,1/6/2025
173,5/19/2021 0:14,P0474,7,visa,4.04159E+12,F,15.66,3,17.49,1/6/2025
174,5/19/2021 1:35,P0343,9,americanexpress,3.74289E+14,F,3.66,4,4.79,1/6/2025
175,5/19/2021 3:03,P0522,9,americanexpress,3.74284E+14,F,4.9,3,5.39,1/6/2025
176,5/19/2021 3:39,P0692,8,americanexpress,3.74288E+14,F,11.98,1,13.49,1/6/2025
177,5/19/2021 4:44,P0402,7,visa,4.04159E+15,F,11.61,3,12.79,1/6/2025
178,5/19/2021 6:06,P0258,8,americanexpress,3.74284E+14,T,16.65,4,18.09,1/6/2025
179,5/19/2021 7:10,P0442,5,mastercard,5.04837E+15,F,14.89,1,16.39,1/6/2025
180,5/19/2021 13:13,P0364,6,mastercard,5.04837E+15,F,15.78,1,17.59,1/6/2025
181,5/19/2021 13:46,P0483,4,visa,4.04159E+15,T,17.52,2,18.69,1/6/2025
182,5/19/2021 14:18,P0590,4,visa,4.0416E+15,F,8.1,2,8.79,1/6/2025
183,5/19/2021 16:12,P0010,7,mastercard,5.10876E+15,F,3.3,3,4.49,1/6/2025
184,5/19/2021 17:46,P0314,7,americanexpress,3.74289E+14,T,14.84,3,16.29,1/6/2025
185,5/19/2021 17:59,P0664,4,americanexpress,3.74288E+14,F,3.42,2,4.59,1/6/2025
186,5/19/2021 19:38,P0600,2,mastercard,5.04838E+15,F,7.38,2,8.29,1/6/2025
187,5/19/2021 20:15,P0388,3,visa,4.0416E+15,F,17.9,2,19.39,1/6/2025
188,5/19/2021 21:38,P0235,3,visa,4.04159E+15,F,11.99,2,13.49,1/6/2025
189,5/19/2021 22:15,P0316,6,visa,4.0416E+12,F,1.81,2,2.19,1/6/2025
190,5/19/2021 22:29,P0048,4,mastercard,5.04837E+15,F,17.85,4,19.29,1/6/2025
191,5/20/2021 0:59,P0220,4,mastercard,5.04837E+15,F,16,1,17.79,1/6/2025
192,5/20/2021 3:18,P0204,4,americanexpress,3.74284E+14,T,9.72,1,11.19,1/6/2025
193,5/20/2021 3:26,P0304,4,americanexpress,3.74284E+14,F,9.19,2,10.69,1/6/2025
194,5/20/2021 5:10,P0498,5,visa,4.0416E+12,F,11.6,1,12.79,1/6/2025
195,5/20/2021 8:07,P0230,6,americanexpress,3.74289E+14,F,4.3,1,4.99,1/6/2025
196,5/20/2021 9:05,P0355,6,visa,4.04159E+12,F,6.54,1,7.89,1/6/2025
197,5/20/2021 9:47,P0641,6,visa,4.0416E+12,F,13.58,6,14.79,1/6/2025
198,5/20/2021 10:37,P0475,5,americanexpress,3.74284E+14,F,8.08,5,8.79,1/6/2025
199,5/20/2021 11:33,P0283,5,visa,4.04159E+15,F,1.68,1,1.89,1/6/2025
200,5/20/2021 13:25,P0201,6,americanexpress,3.74284E+14,F,9.9,3,11.29,1/6/2025
201,5/20/2021 13:42,P0066,4,visa,4.0416E+12,F,9.89,2,11.29,1/6/2025
202,5/20/2021 17:11,P0727,10,visa,4.04159E+12,T,15.63,2,17.49,1/6/2025
203,5/20/2021 19:46,P0165,6,americanexpress,3.74288E+14,F,0.94,1,1.59,1/6/2025
204,5/20/2021 20:01,P0319,6,visa,4.04159E+12,F,3.51,5,4.69,1/6/2025
205,5/20/2021 23:24,P0245,7,mastercard,5.10875E+15,F,4.19,3,4.89,1/6/2025
206,5/21/2021 1:56,P0477,3,americanexpress,3.74283E+14,F,2.19,5,2.89,1/6/2025
207,5/21/2021 3:56,P0371,4,americanexpress,3.74283E+14,T,5.38,2,6.29,1/6/2025
208,5/21/2021 4:01,P0420,2,americanexpress,3.74284E+14,F,18.06,1,19.69,1/6/2025
209,5/21/2021 5:29,P0655,4,mastercard,5.10876E+15,F,12.45,3,14.09,1/6/2025
210,5/21/2021 6:42,P0213,6,americanexpress,3.74289E+14,F,11.19,1,11.99,1/6/2025
211,5/21/2021 8:14,P0019,3,visa,4.04159E+15,F,8.58,1,9.69,1/6/2025
212,5/21/2021 12:43,P0251,3,visa,4.0416E+15,F,2.11,1,2.79,1/6/2025
213,5/21/2021 19:56,P0348,7,visa,4.0416E+12,F,6.83,1,8.09,1/6/2025
214,5/21/2021 22:20,P0450,6,mastercard,5.04838E+15,F,3.76,3,4.79,1/6/2025
215,5/22/2021 2:28,P0370,5,visa,4.04159E+15,F,19.51,1,21.29,1/6/2025
216,5/22/2021 4:33,P0299,4,,3.58893E+15,F,13.5,2,14.79,1/6/2025
217,5/22/2021 7:02,P0462,4,mastercard,5.04837E+15,F,14.63,1,15.89,1/6/2025
218,5/22/2021 13:04,P0448,5,mastercard,5.04837E+15,T,7.11,4,8.19,1/6/2025
219,5/22/2021 13:12,P0381,9,americanexpress,3.74284E+14,F,5.05,1,5.69,1/6/2025
220,5/22/2021 13:45,P0745,8,visa,4.04159E+12,F,9.85,1,11.29,1/6/2025
221,5/22/2021 14:43,P0487,5,mastercard,5.10875E+15,F,11.44,4,12.49,1/6/2025
222,5/22/2021 15:23,P0314,9,americanexpress,3.74288E+14,F,14.84,2,16.29,1/6/2025
223,5/22/2021 16:40,P0002,9,mastercard,5.04837E+15,F,3.31,1,4.49,1/6/2025
224,5/22/2021 22:38,P0456,4,americanexpress,3.74283E+14,F,18.35,3,20.19,1/6/2025
225,5/23/2021 6:23,P0528,9,americanexpress,3.74283E+14,F,0.62,1,1.49,1/6/2025
226,5/23/2021 9:17,P0048,6,visa,4.0416E+15,F,17.85,2,19.29,1/6/2025
227,5/23/2021 9:53,P0532,3,,3.54889E+15,F,8.96,4,10.29,1/6/2025
228,5/23/2021 10:57,P0265,6,mastercard,5.04837E+15,F,19.23,2,21.19,1/6/2025
229,5/23/2021 16:49,P0384,7,visa,4.0416E+12,T,4.83,2,5.19,1/6/2025
230,5/23/2021 17:24,P0344,8,americanexpress,3.74288E+14,F,9.86,1,11.29,1/6/2025
231,5/23/2021 17:52,P0407,7,visa,4.04159E+12,F,12.35,3,13.99,1/6/2025
232,5/23/2021 19:10,P0512,7,visa,4.0416E+12,F,15.55,1,17.39,1/6/2025
233,5/23/2021 21:40,P0247,9,mastercard,5.10876E+15,F,13.58,1,14.79,1/6/2025
234,5/23/2021 22:21,P0675,5,visa,4.04159E+15,F,12.34,5,13.99,1/6/2025
235,5/23/2021 23:21,P0418,5,mastercard,5.10876E+15,F,13.24,1,14.69,1/6/2025
236,5/24/2021 4:03,P0517,8,mastercard,5.10876E+15,F,5.11,2,5.79,1/6/2025
237,5/24/2021 6:04,P0465,6,americanexpress,3.74284E+14,F,9.61,2,11.09,1/6/2025
238,5/24/2021 6:11,P0409,7,mastercard,5.04837E+15,F,18.03,3,19.69,1/6/2025
239,5/24/2021 9:04,P0304,4,americanexpress,3.74289E+14,F,9.19,2,10.69,1/6/2025
240,5/24/2021 10:27,P0494,5,mastercard,5.04838E+15,F,17.33,1,18.29,1/6/2025
241,5/24/2021 15:29,P0155,6,americanexpress,3.74284E+14,F,7.92,2,8.39,1/6/2025
242,5/24/2021 20:50,P0420,9,visa,4.04159E+12,F,18.06,4,19.69,1/6/2025
243,5/24/2021 20:53,P0512,9,visa,4.0416E+12,F,15.55,1,17.39,1/6/2025
244,5/24/2021 21:01,P0482,4,visa,4.0416E+12,F,2.75,1,3.89,1/6/2025
245,5/24/2021 21:37,P0425,8,visa,4.0416E+12,F,10.49,4,11.49,1/6/2025
246,5/25/2021 6:12,P0392,8,americanexpress,3.74289E+14,T,13.78,3,14.89,1/6/2025
247,5/25/2021 6:15,P0212,3,visa,4.0416E+15,F,1.86,2,2.29,1/6/2025
248,5/25/2021 10:01,P0559,5,visa,4.04159E+15,F,6.29,2,7.69,1/6/2025
249,5/25/2021 11:43,P0506,4,visa,4.0416E+15,F,10.54,3,11.59,1/6/2025
250,5/25/2021 15:39,P0640,8,mastercard,5.04837E+15,F,9.92,1,11.29,1/6/2025
251,5/25/2021 23:43,P0741,5,mastercard,5.04837E+15,T,8.06,4,8.69,1/6/2025
252,5/26/2021 3:16,P0618,6,visa,4.0416E+12,F,10.03,2,11.39,1/6/2025
253,5/26/2021 3:34,P0140,6,mastercard,5.04837E+15,F,1.11,3,1.69,1/6/2025
254,5/26/2021 4:13,P0083,3,americanexpress,3.74289E+14,F,3.42,1,4.59,1/6/2025
255,5/26/2021 5:41,P0524,8,visa,4.0416E+15,T,10.66,4,11.59,1/6/2025
256,5/26/2021 13:32,P0053,5,visa,4.04159E+12,F,0.33,1,1.29,1/6/2025
257,5/26/2021 15:22,P0584,5,americanexpress,3.74288E+14,F,12.95,2,14.59,1/6/2025
258,5/26/2021 16:51,P0550,6,visa,4.04159E+12,F,15.35,1,17.09,1/6/2025
259,5/26/2021 20:01,P0411,5,visa,4.04159E+12,F,13.46,3,14.79,1/6/2025
260,5/26/2021 21:10,P0491,8,visa,4.0416E+12,F,18,1,19.59,1/6/2025
261,5/27/2021 1:04,P0517,7,americanexpress,3.74289E+14,F,5.11,1,5.79,1/6/2025
262,5/27/2021 4:59,P0215,5,visa,4.0416E+15,F,0.81,2,1.59,1/6/2025
263,5/27/2021 6:49,P0463,6,mastercard,5.10876E+15,F,12.96,1,14.59,1/6/2025
264,5/27/2021 7:22,P0068,7,americanexpress,3.74289E+14,F,7.46,5,8.29,1/6/2025
265,5/27/2021 8:32,P0654,5,americanexpress,3.74283E+14,F,8.85,2,10.19,1/6/2025
266,5/27/2021 9:50,P0462,7,mastercard,5.04838E+15,F,14.63,1,15.89,1/6/2025
267,5/27/2021 12:23,P0560,7,americanexpress,3.74284E+14,F,1.4,1,1.69,1/6/2025
268,5/27/2021 12:25,P0640,7,mastercard,5.04838E+15,F,9.92,1,11.29,1/6/2025
269,5/27/2021 14:12,P0519,2,visa,4.04159E+15,T,12.45,1,14.09,1/6/2025
270,5/27/2021 14:29,P0606,6,visa,4.04159E+15,F,14.31,1,15.19,1/6/2025
271,5/27/2021 16:02,P0461,4,mastercard,5.10876E+15,F,15.83,4,17.69,1/6/2025
272,5/27/2021 19:11,P0420,5,visa,4.04159E+12,T,18.06,2,19.69,1/6/2025
273,5/27/2021 20:12,P0463,7,visa,4.04159E+12,F,12.96,3,14.59,1/6/2025
274,5/27/2021 21:02,P0511,8,americanexpress,3.74283E+14,F,7.06,2,8.19,1/6/2025
275,5/27/2021 23:14,P0227,7,,5.60222E+18,F,7.59,4,8.29,1/6/2025
